 
 ~~~~~~~~~~~~~~~~~~~ жПуМх╚ф╚╡Н ~~~~~~~~~~~~~~~~~~~~
         юОЁл/m  ╣Вг╟╦ъЁл/mm  ╣Вг╟ф╫цФ/mm  ╣Вг╟к╝ф╫/mm  ╣Вг╟╧Л╬Ю/mm  ╣╪оР╧Л  ╣ВвС╧Л╦ъ/mm  ╣Вср╧Л╦ъ/mm  ╣ВвСф╫цФ/mm  ╣Всрф╫цФ/mm   ╣В╨С╦ъЁл/mm  ╣В╨Сф╫цФ/mm  ╣В╨Ск╝ф╫/mm  ╣В╨С╧Л╬Ю/mm  иХ╪фЁ╛╦ъ/mm
      2504.358       -6.658         .851       -1.800        2.137     ср         -1.281         .519         .851       -1.287       -6.139        2.137           0.           0.      120.000
      2504.952       -6.527         .257       -2.000        2.214     ср         -1.624         .376         .391       -1.823       -6.151        2.080           0.           0.      120.000
      2505.547       -6.358         .025       -1.909        2.109     ср         -1.715         .194         .112       -1.998       -6.164        2.022           0.           0.      120.000
      2506.142       -6.343         .149       -1.733        1.900     ср         -1.565         .168         .085       -1.815       -6.176        1.965           0.           0.      120.000
      2506.736       -6.624         .546       -1.500        1.600     ср         -1.064         .436         .239       -1.361       -6.188        1.907           0.           0.      120.000
      2507.331       -6.918         .810       -1.400        1.900     ср          -.682         .718         .861       -1.039       -6.200        1.850           0.           0.      120.000
      2507.925       -6.898        1.136       -1.400        2.200     ср          -.715         .685        1.543        -.657       -6.212        1.792           0.           0.      120.000
      2508.520       -6.932        1.584       -1.326        2.126     ср          -.619         .707        1.975        -.151       -6.225        1.735           0.           0.      120.000
      2509.114       -7.285        2.306       -1.100        1.347     ср          -.052        1.048        1.977         .629       -6.237        1.677           0.           0.      120.000
      2509.709       -7.437        3.128        -.872         .445     ср           .316        1.188        1.953        1.508       -6.249        1.620           0.           0.      120.100
      2510.303       -7.383        3.467        -.500        -.096     ср           .622        1.122        1.809        1.905       -6.261        1.562           0.           0.      120.000
      2510.898       -7.322        3.520        -.500         .081     ср           .548        1.048        2.097        2.016       -6.274        1.505           0.           0.      120.000
      2511.492       -7.412        3.344        -.500         .815     ср           .626        1.126        2.712        1.897       -6.286        1.447           0.           0.      120.000
      2512.087       -7.451        3.322        -.600        1.334     ср           .553        1.153        3.267        1.933       -6.298        1.390           0.           0.      120.000
      2512.682       -7.678        3.435        -.500        1.400     ср           .868        1.368        3.503        2.103       -6.310        1.332           0.           0.      120.000
      2513.276       -7.728        3.592        -.500        1.112     ср           .906        1.406        3.430        2.318       -6.322        1.274           0.           0.      120.000
      2513.871       -7.720        3.336        -.664        1.000     ср           .721        1.385        3.119        2.119       -6.335        1.217           0.           0.      120.000
      2514.465       -7.473        2.653        -.141        1.441     ср           .986        1.126        2.935        1.494       -6.347        1.159           0.           0.      118.900
      2515.060       -7.384        1.947         .265        1.818     ср          1.290        1.025        2.662         .845       -6.359        1.102           0.           0.      117.800
      2515.654       -7.321        1.374         .412        1.900     ср          1.361         .949        2.229         .329       -6.371        1.044           0.           0.      116.700
      2516.249       -7.078        1.088         .658        1.529     ср          1.353         .695        1.630         .101       -6.384         .987           0.           0.      115.600
      2516.843       -6.881         .799         .858        1.300     ср          1.343         .485        1.170        -.130       -6.396         .929           0.           0.      114.500
      2517.438       -6.677         .336         .727        1.400     ср           .997         .269         .865        -.535       -6.408         .872           0.           0.      113.500
      2518.033       -6.330        -.333         .698        1.700     ср           .608        -.090         .552       -1.148       -6.420         .814           0.           0.      112.300
      2518.627       -5.955        -.744         .668        1.700     ср           .190        -.478         .199       -1.501       -6.432         .757           0.           0.      111.200
      2519.222       -5.818        -.972         .692        1.446     ср           .065        -.627        -.225       -1.671       -6.445         .699           0.           0.      110.100
      2519.816       -5.921        -.837         .769         .869     ср           .233        -.536        -.609       -1.479       -6.457         .642           0.           0.      109.000
      2520.411       -5.979        -.684         .978         .400     ср           .488        -.490        -.868       -1.268       -6.469         .584           0.           0.      107.900
      2521.005       -6.448        -.802         .948         .500     ср           .915        -.033        -.829       -1.329       -6.481         .527           0.           0.      106.800
      2521.600       -6.807        -.887         .879         .961     ср          1.192         .313        -.396       -1.357       -6.494         .469           0.           0.      105.700
      2522.195       -7.410        -.697         .888        1.474     ср          1.793         .905         .366       -1.109       -6.506         .412           0.           0.      104.600
      2522.789       -7.808        -.395         .972        1.514     ср          2.262        1.290         .765        -.749       -6.518         .354           0.           0.      103.500
      2523.384       -7.992        -.044        1.319        1.400     ср          2.781        1.462        1.059        -.341       -6.530         .297           0.           0.      102.400
      2523.978       -8.284         .470        1.733        1.100     ср          3.474        1.741        1.331         .231       -6.542         .239           0.           0.      101.400
      2524.573       -8.173         .722        2.056         .956     ср          3.675        1.618        1.497         .540       -6.555         .182           0.           0.      100.300
      2525.167       -8.116         .652        2.460         .880     ср          4.009        1.549        1.408         .528       -6.567         .124           0.           0.       99.100
      2525.762       -7.856         .703        2.607         .703     ср          3.884        1.277        1.340         .636       -6.579         .067           0.           0.       98.000
      2526.356       -7.403         .520        2.507         .673     ср          3.319         .812        1.184         .511       -6.591         .009           0.           0.       96.900
      2526.951       -6.705         .057        2.300         .650     ср          2.402         .101         .755         .105       -6.604        -.048           0.           0.       95.900
      2527.546       -6.164        -.366        2.021         .974     ср          1.570        -.451         .713        -.261       -6.616        -.106           0.           0.       94.800
      2528.140       -6.175        -.809        1.889        1.103     ср          1.436        -.453         .457        -.646       -6.628        -.163           0.           0.       93.600
      2528.735       -6.183       -1.491        1.442        1.079     ср           .984        -.457        -.191       -1.271       -6.640        -.221           0.           0.       92.500
      2529.329       -6.126       -2.111         .977        1.300     ср           .450        -.527        -.533       -1.833       -6.652        -.278           0.           0.       91.400
      2529.924       -6.059       -2.125         .371        1.368     ср          -.235        -.606        -.421       -1.789       -6.665        -.336           0.           0.       90.400
      2530.518       -5.810       -1.913         .183         .691     ср          -.684        -.867        -.828       -1.520       -6.677        -.393           0.           0.       89.300
      2531.113       -5.664       -1.617         .215         .115     ср          -.810       -1.025       -1.052       -1.167       -6.689        -.451           0.           0.       88.200
      2531.707       -5.538       -1.533         .377        -.238     ср          -.787       -1.164       -1.263       -1.025       -6.701        -.508           0.           0.       87.000
      2532.302       -5.511       -1.658         .424         .176     ср          -.779       -1.203        -.915       -1.092       -6.714        -.566           0.           0.       85.900
      2532.896       -5.420       -1.780         .471         .915     ср          -.834       -1.305        -.242       -1.156       -6.726        -.623           0.           0.       84.900
      2533.491       -5.442       -1.499         .718        1.000     ср          -.578       -1.296         .182        -.818       -6.738        -.681           0.           0.       83.800
      2534.086       -5.696       -1.030        1.233         .600     ср           .178       -1.055         .309        -.291       -6.750        -.738           0.           0.       82.700
      2534.680       -5.844        -.995        1.556         .300     ср           .637        -.919         .101        -.199       -6.762        -.796           0.           0.       81.500
      2535.273       -6.097       -1.474        1.742         .419     ср          1.065        -.677        -.202        -.621       -6.775        -.853           0.           0.       80.400
      2535.867       -6.395       -2.047        1.716         .890     ср          1.324        -.392        -.247       -1.136       -6.787        -.911           0.           0.       79.300
      2536.460       -6.619       -2.192        1.660        1.100     ср          1.480        -.180        -.124       -1.224       -6.799        -.968           0.           0.       78.200
      2537.054       -6.932       -2.099        1.654         .800     ср          1.775         .120        -.273       -1.073       -6.811       -1.026           0.           0.       77.200
      2537.647       -7.059       -2.132        1.737         .279     ср          1.973         .236        -.770       -1.049       -6.823       -1.083           0.           0.       76.100
      2538.240       -7.040       -2.307        1.611        -.096     ср          1.815         .204       -1.263       -1.166       -6.836       -1.140           0.           0.       75.000
      2538.834       -6.830       -2.706        1.585        -.200     ср          1.567        -.018       -1.709       -1.509       -6.848       -1.198           0.           0.       73.900
      2539.427       -6.885       -2.965        1.506         .000     ср          1.531         .025       -1.710       -1.710       -6.860       -1.255           0.           0.       72.800
      2540.020       -7.012       -2.972        1.555         .200     ср          1.695         .140       -1.460       -1.660       -6.872       -1.313           0.           0.       71.700
      2540.613       -7.239       -2.748        1.607        -.198     ср          1.961         .355       -1.576       -1.379       -6.884       -1.370           0.           0.       70.600
      2541.207       -7.451       -2.713        1.754        -.373     ср          2.308         .555       -1.659       -1.285       -6.897       -1.427           0.           0.       69.500
      2541.800       -7.629       -2.656        1.803        -.551     ср          2.524         .721       -1.723       -1.171       -6.909       -1.485           0.           0.       68.400
      2542.394       -7.943       -2.728        1.652        -.552     ср          2.674        1.022       -1.738       -1.186       -6.921       -1.542           0.           0.       67.400
      2542.987       -8.123       -2.677        1.601        -.001     ср          2.791        1.190       -1.079       -1.077       -6.933       -1.599           0.           0.       66.300
      2543.580       -8.196       -2.753        1.251         .175     ср          2.502        1.251        -.921       -1.096       -6.945       -1.657           0.           0.       65.200
      2544.173       -8.086       -2.749        1.150         .100     ср          2.279        1.129        -.935       -1.035       -6.958       -1.714           0.           0.       64.100
      2544.767       -7.881       -2.749         .899        -.125     ср          1.810         .911       -1.102        -.977       -6.970       -1.772           0.           0.       63.000
      2545.360       -7.784       -2.863         .599        -.400     ср          1.401         .802       -1.434       -1.034       -6.982       -1.829           0.           0.       61.900
      2545.954       -7.784       -2.993         .373        -.324     ср          1.163         .790       -1.431       -1.106       -6.994       -1.886           0.           0.       60.800
      2546.547       -7.689       -3.287         .347        -.100     ср          1.030         .683       -1.443       -1.343       -7.006       -1.944           0.           0.       59.600
      2547.140       -7.817       -3.236         .474        -.174     ср          1.272         .799       -1.408       -1.235       -7.019       -2.001           0.           0.       58.500
      2547.733       -7.550       -2.896         .997        -.302     ср          1.516         .519       -1.139        -.837       -7.031       -2.059           0.           0.       57.400
      2548.327       -7.210       -2.767        1.323        -.423     ср          1.490         .167       -1.074        -.651       -7.043       -2.116           0.           0.       56.300
      2548.920       -7.076       -2.591        1.544        -.348     ср          1.565         .021        -.766        -.418       -7.055       -2.173           0.           0.       55.200
      2549.514       -7.018       -2.830        1.291        -.073     ср          1.241        -.050        -.672        -.599       -7.067       -2.231           0.           0.       54.200
      2550.107       -6.862       -2.986         .892         .203     ср           .675        -.218        -.496        -.698       -7.080       -2.288           0.           0.       53.100
      2550.700       -6.628       -3.131         .489         .300     ср           .026        -.464        -.485        -.785       -7.092       -2.346           0.           0.       52.000
      2551.294       -6.449       -3.288         .094         .200     ср          -.560        -.655        -.685        -.885       -7.104       -2.403           0.           0.       50.900
      2551.887       -6.028       -3.638        -.184         .500     ср         -1.273       -1.088        -.678       -1.178       -7.116       -2.460           0.           0.       49.800
      2552.480       -5.780       -3.979        -.307         .497     ср         -1.655       -1.349        -.965       -1.462       -7.128       -2.518           0.           0.       48.700
      2553.074       -6.204       -4.135        -.057         .479     ср          -.994        -.937       -1.081       -1.560       -7.141       -2.575           0.           0.       47.600
      2553.667       -6.482       -4.135         .246         .446     ср          -.424        -.671       -1.056       -1.502       -7.153       -2.633           0.           0.       46.500
      2554.260       -6.592       -4.261         .542         .300     ср          -.031        -.573       -1.271       -1.571       -7.165       -2.690           0.           0.       45.400
      2554.854       -6.679       -4.398         .992         .396     ср           .494        -.498       -1.254       -1.650       -7.177       -2.747           0.           0.       44.300
      2555.447       -6.843       -4.464        1.342         .200     ср           .996        -.346       -1.460       -1.660       -7.189       -2.805           0.           0.       43.300
      2556.040       -6.798       -4.166        1.846         .146     ср          1.443        -.403       -1.158       -1.304       -7.202       -2.862           0.           0.       42.200
      2556.633       -6.873       -3.634        2.341        -.500     ср          2.000        -.341       -1.279        -.779       -7.214       -2.855           0.           0.       41.100
      2557.227       -6.908       -3.502        2.591       -1.000     ср          2.273        -.318       -1.698        -.698       -7.226       -2.804           0.           0.       40.000
      2557.820       -6.837       -3.612        2.740       -1.200     ср          2.339        -.401       -2.060        -.860       -7.238       -2.752           0.           0.       38.900
      2558.414       -6.732       -3.685        2.890       -1.200     ср          2.372        -.518       -2.184        -.985       -7.250       -2.701           0.           0.       37.700
      2559.007       -6.886       -3.531        3.040       -1.070     ср          2.664        -.376       -1.951        -.881       -7.263       -2.650           0.           0.       36.600
      2559.600       -6.921       -2.987        3.190        -.900     ср          2.836        -.354       -1.289        -.389       -7.275       -2.598           0.           0.       35.500
      2560.193       -6.968       -2.626        3.259        -.980     ср          2.941        -.319       -1.059        -.079       -7.287       -2.547           0.           0.       34.400
      2560.787       -7.158       -2.321        3.234       -1.000     ср          3.093        -.141        -.826         .174       -7.299       -2.496           0.           0.       33.300
      2561.380       -7.341       -2.531        2.909       -1.000     ср          2.939         .030       -1.087        -.087       -7.311       -2.444           0.           0.       32.200
      2561.974       -7.626       -2.604        2.184        -.600     ср          2.487         .303        -.811        -.211       -7.323       -2.393           0.           0.       31.200
      2562.567       -7.673       -2.316        1.759        -.120     ср          2.097         .339        -.093         .026       -7.334       -2.342           0.           0.       30.100
      2563.160       -7.723       -1.935        1.434        -.045     ср          1.808         .374         .311         .356       -7.349       -2.290           0.           0.       29.000
      2563.753       -7.567       -1.571        1.109        -.030     ср          1.313         .204         .638         .668       -7.363       -2.239           0.           0.       27.900
      2564.347       -7.485       -1.872         .684        -.094     ср           .790         .107         .221         .315       -7.378       -2.188           0.           0.       26.800
      2564.940       -7.286       -2.392         .259        -.100     ср           .152        -.107        -.356        -.256       -7.393       -2.136           0.           0.       25.700
      2565.534       -7.039       -3.143        -.066         .100     ср          -.435        -.368        -.958       -1.058       -7.407       -2.085           0.           0.       24.600
      2566.127       -6.835       -3.501        -.031         .200     ср          -.617        -.586       -1.268       -1.468       -7.422       -2.034           0.           0.       23.500
      2566.720       -6.661       -3.486         .389         .000     ср          -.386        -.775       -1.504       -1.504       -7.436       -1.982           0.           0.       22.400
      2567.314       -6.625       -3.734         .820        -.080     ср          -.006        -.825       -1.883       -1.802       -7.451       -1.931           0.           0.       21.300
      2567.907       -6.611       -4.315        1.144        -.100     ср           .291        -.854       -2.535       -2.435       -7.465       -1.880           0.           0.       20.300
      2568.500       -6.555       -5.098        1.539        -.100     ср           .614        -.925       -3.369       -3.269       -7.480       -1.828           0.           0.       19.200
      2569.093       -6.617       -5.612        1.795        -.005     ср           .917        -.877       -3.841       -3.835       -7.494       -1.777           0.           0.       18.100
      2569.687       -6.763       -5.606        2.239        -.180     ср          1.493        -.746       -4.061       -3.880       -7.509       -1.726           0.           0.       17.000
      2570.280       -6.972       -5.439        2.389        -.455     ср          1.838        -.551       -4.220       -3.764       -7.523       -1.674           0.           0.       15.900
      2570.874       -7.200       -5.417        2.309        -.600     ср          1.972        -.337       -4.393       -3.793       -7.538       -1.623           0.           0.       14.800
      2571.467       -7.528       -5.724        1.984        -.700     ср          1.960        -.024       -4.852       -4.152       -7.552       -1.572           0.           0.       13.600
      2572.060       -7.825       -5.685        1.739        -.600     ср          1.997         .258       -4.765       -4.165       -7.567       -1.520           0.           0.       12.500
      2572.653       -7.566       -5.324        1.634        -.300     ср          1.619        -.016       -4.155       -3.855       -7.581       -1.469           0.           0.       11.400
      2573.247       -7.404       -4.886        1.570        -.100     ср          1.379        -.191       -3.568       -3.468       -7.596       -1.418           0.           0.       10.400
      2573.840       -7.224       -4.650        1.795         .005     ср          1.408        -.386       -3.278       -3.284       -7.610       -1.366           0.           0.        9.200
      2574.434       -7.231       -4.334        2.020        -.180     ср          1.627        -.393       -3.199       -3.019       -7.625       -1.315           0.           0.        8.200
      2575.027       -7.269       -3.845        2.345        -.400     ср          1.975        -.370       -2.982       -2.582       -7.639       -1.264           0.           0.        7.100
      2575.620       -7.072       -3.156        2.740        -.900     ср          2.159        -.581       -2.844       -1.944       -7.654       -1.213           0.           0.        6.000
      2576.213       -6.685       -2.472        3.086       -1.205     ср          2.103        -.983       -2.515       -1.310       -7.668       -1.161           0.           0.        4.900
      2576.807       -5.890       -2.123        3.061       -1.220     ср          1.269       -1.792       -2.234       -1.013       -7.683       -1.110           0.           0.        3.800
      2577.400       -5.524       -2.283        2.991        -.346     ср           .818       -2.173       -1.570       -1.225       -7.697       -1.059           0.           0.        2.700
      2577.994       -5.869       -2.528        3.012         .100     ср          1.169       -1.843       -1.421       -1.521       -7.712       -1.007           0.           0.        1.600
      2578.587       -5.870       -2.179        3.196         .296     ср          1.340       -1.856        -.927       -1.223       -7.726        -.956           0.           0.         .500
      2579.180       -5.945       -1.870        3.121         .000     ср          1.325       -1.796        -.965        -.965       -7.741        -.905           0.           0.         .000
      2579.773       -6.148       -1.789        2.546        -.300     ср           .939       -1.607       -1.236        -.936       -7.755        -.853           0.           0.         .000
      2580.367       -6.277       -2.114        1.871        -.400     ср           .379       -1.493       -1.712       -1.312       -7.770        -.802           0.           0.         .000
      2580.960       -6.641       -2.348        1.297        -.400     ср           .153       -1.144       -1.997       -1.597       -7.784        -.751           0.           0.         .000
      2581.554       -7.045       -2.455         .800        -.300     ср           .046        -.754       -2.056       -1.756       -7.799        -.699           0.           0.         .000
      2582.147       -7.373       -2.489         .500        -.300     ср           .060        -.440       -2.141       -1.841       -7.813        -.648           0.           0.         .000
      2582.740       -7.529       -2.224         .400        -.300     ср           .102        -.298       -1.928       -1.628       -7.828        -.597           0.           0.         .000
      2583.334       -7.739       -2.301         .400        -.303     ср           .297        -.103       -2.059       -1.756       -7.842        -.545           0.           0.         .000
      2583.927       -8.170       -2.604         .400        -.700     ср           .713         .313       -2.810       -2.110       -7.857        -.494           0.           0.         .000
      2584.520       -8.226       -2.841         .500       -1.000     ср           .855         .355       -3.398       -2.398       -7.871        -.443           0.           0.         .000
      2585.113       -8.254       -2.841         .527       -1.100     ср           .896         .369       -3.550       -2.450       -7.886        -.391           0.           0.         .000
      2585.707       -8.187       -2.657         .600        -.800     ср           .887         .287       -3.117       -2.317       -7.900        -.340           0.           0.         .000
      2586.300       -8.030       -2.225         .600        -.677     ср           .715         .115       -2.614       -1.937       -7.915        -.289           0.           0.         .000
      2586.894       -8.195       -1.880         .248        -.600     ср           .514         .266       -2.242       -1.642       -7.929        -.237           0.           0.         .000
      2587.487       -8.418       -1.811        -.254        -.700     ср           .221         .474       -2.325       -1.625       -7.944        -.186           0.           0.         .000
      2588.080       -8.513       -1.901        -.902        -.500     ср          -.347         .555       -2.266       -1.766       -7.958        -.135           0.           0.         .000
      2588.673       -8.482       -1.546       -1.200        -.400     ср          -.690         .510       -1.862       -1.462       -7.973        -.083           0.           0.         .000
      2589.267       -8.274        -.772       -1.200        -.300     ср          -.913         .287       -1.040        -.740       -7.987        -.032           0.           0.         .000
      2589.860       -8.255        -.191       -1.000        -.100     ср          -.747         .253        -.310        -.210       -8.002         .019           0.           0.         .000
      2590.454       -8.191         .196        -.900        -.099     ср          -.725         .175         .027         .126       -8.016         .071           0.           0.         .000
      2591.047       -8.213         .111        -.800         .100     ср          -.617         .183         .089        -.011       -8.031         .122           0.           0.         .000
      2591.640       -8.224         .035        -.700         .200     ср          -.521         .179         .062        -.138       -8.045         .173           0.           0.         .000
      2592.233       -8.277         .306        -.400         .300     ср          -.183         .217         .382         .082       -8.060         .225           0.           0.         .000
      2592.827       -8.319        1.070         .000         .500     ср           .245         .245        1.294         .794       -8.074         .276           0.           0.         .000
      2593.420       -8.242        1.684         .275         .700     ср           .428         .153        2.056        1.356       -8.089         .327           0.           0.         .000
      2594.016       -8.163        1.653         .248         .700     ср           .308         .059        1.975        1.275       -8.103         .379           0.           0.         .000
      2594.611       -8.140        1.316         .072         .600     ср           .093         .022        1.485         .885       -8.118         .430           0.           0.         .000
      2595.207       -8.078        1.237        -.300         .500     ср          -.354        -.054        1.255         .755       -8.132         .482           0.           0.         .000
      2595.802       -8.157        1.575        -.482         .500     ср          -.472         .010        1.542        1.042       -8.147         .533           0.           0.         .000
      2596.398       -8.214        1.753        -.500         .700     ср          -.448         .052        1.869        1.169       -8.161         .585           0.           0.         .000
      2596.994       -8.102        1.745        -.500         .900     ср          -.574        -.074        2.009        1.109       -8.176         .636           0.           0.         .000
      2597.589       -7.705        1.799        -.400         .989     ср          -.885        -.485        2.100        1.111       -8.191         .688           0.           0.         .000
      2598.185       -7.318        1.886        -.112         .900     ср          -.999        -.888        2.046        1.146       -8.205         .739           0.           0.         .000
      2598.780       -7.363        1.882         .165         .800     ср          -.692        -.856        1.891        1.091       -8.220         .791           0.           0.         .000
      2599.376       -7.478        2.117         .500         .659     ср          -.257        -.757        1.933        1.274       -8.234         .842           0.           0.         .000
      2599.972       -7.671        2.348         .600         .182     ср           .022        -.578        1.636        1.454       -8.249         .894           0.           0.         .000
      2600.567       -7.752        2.330         .405        -.100     ср          -.106        -.512        1.284        1.384       -8.263         .946           0.           0.         .000
      2601.163       -7.701        2.445         .029        -.300     ср          -.548        -.577        1.148        1.448       -8.278         .997           0.           0.         .000
      2601.758       -7.798        2.689        -.448        -.252     ср          -.942        -.494        1.388        1.640       -8.292        1.049           0.           0.         .000
      2602.354       -8.006        2.613        -.824        -.076     ср         -1.126        -.301        1.437        1.513       -8.307        1.100           0.           0.         .000
      2602.950       -8.833        2.149       -1.300         .299     ср          -.788         .512        1.296         .997       -8.322        1.152           0.           0.         .000
      2603.545       -9.226        2.107       -1.578         .478     ср          -.688         .890        1.381         .904       -8.336        1.203           0.           0.         .000
      2604.141       -9.415        2.094       -1.800         .700     ср          -.735        1.065        1.539         .839       -8.351        1.255           0.           0.         .000
      2604.736       -9.582        1.895       -1.931         .931     ср          -.715        1.216        1.520         .589       -8.365        1.306           0.           0.         .000
      2605.332       -9.764        1.891       -2.100        1.000     ср          -.716        1.384        1.534         .534       -8.380        1.358           0.           0.         .000
      2605.927      -10.091        1.890       -2.000         .700     ср          -.303        1.697        1.181         .481       -8.394        1.409           0.           0.         .000
      2606.523      -10.277        1.906       -1.839         .139     ср           .029        1.868         .585         .446       -8.409        1.461           0.           0.         .000
      2607.119      -10.410        1.822       -1.462        -.400     ср           .524        1.987        -.091         .310       -8.424        1.512           0.           0.         .000
      2607.714      -10.145        1.845       -1.071        -.700     ср           .635        1.706        -.419         .281       -8.438        1.564           0.           0.         .000
      2608.310       -9.929        1.728        -.518        -.600     ср           .958        1.477        -.487         .113       -8.453        1.615           0.           0.         .000
      2608.905       -9.775        1.589        -.100        -.400     ср          1.208        1.308        -.478        -.078       -8.467        1.667           0.           0.         .000
      2609.501       -9.627        1.821         .344        -.444     ср          1.490        1.146        -.341         .103       -8.482        1.718           0.           0.         .000
      2610.097       -9.333        2.038         .621        -.821     ср          1.458         .837        -.553         .268       -8.496        1.770           0.           0.         .000
      2610.692       -9.086        2.124         .800       -1.198     ср          1.375         .575        -.895         .303       -8.511        1.821           0.           0.         .000
      2611.288       -8.809        1.995         .800       -1.026     ср          1.084         .284        -.904         .122       -8.525        1.873           0.           0.         .000
      2611.883       -8.456        2.248         .700        -.649     ср           .616        -.084        -.325         .324       -8.540        1.924           0.           0.         .000
      2612.479       -8.344        2.839         .700        -.300     ср           .487        -.213         .563         .863       -8.557        1.976           0.           0.         .000
      2613.075       -8.205        3.375         .700        -.608     ср           .368        -.332         .739        1.347       -8.537        2.027           0.           0.         .000
      2613.670       -8.009        3.570         .700       -1.000     ср           .192        -.508         .491        1.491       -8.517        2.079           0.           0.         .000
      2614.266       -7.898        3.350         .600        -.900     ср           .002        -.598         .319        1.219       -8.497        2.130           0.           0.         .000
      2614.861       -7.972        3.239         .600        -.366     ср           .096        -.504         .691        1.057       -8.477        2.182           0.           0.         .000
      2615.457       -7.990        3.380         .600         .011     ср           .133        -.467        1.157        1.146       -8.457        2.234           0.           0.         .000
      2616.052       -8.064        3.967         .600         .100     ср           .227        -.373        1.782        1.682       -8.437        2.285           0.           0.         .000
      2616.648       -8.193        4.259         .600        -.100     ср           .376        -.224        1.822        1.922       -8.417        2.337           0.           0.         .000
      2617.244       -8.203        4.344         .500        -.059     ср           .307        -.193        1.896        1.956       -8.397        2.388           0.           0.         .000
      2617.839       -8.252        4.280         .383         .100     ср           .258        -.124        1.940        1.840       -8.377        2.440           0.           0.         .000
      2618.435       -8.222        4.520         .200         .394     ср           .066        -.134        2.423        2.029       -8.357        2.491           0.           0.         .000
      2619.030       -7.875        5.147         .100         .471     ср          -.362        -.462        3.075        2.604       -8.337        2.543           0.           0.         .000
      2619.626       -7.356        5.713         .000         .600     ср          -.961        -.961        3.719        3.119       -8.317        2.594           0.           0.         .000
      2620.222       -6.728        6.265         .000         .500     ср         -1.569       -1.569        4.119        3.619       -8.297        2.646           0.           0.         .000
      2620.817       -6.420        6.482         .000         .199     ср         -1.857       -1.857        3.984        3.785       -8.277        2.697           0.           0.         .000
      2621.413       -6.244        6.602         .000        -.100     ср         -2.013       -2.013        3.753        3.853       -8.257        2.749           0.           0.         .000
      2622.008       -5.970        6.645         .154        -.354     ср         -2.113       -2.266        3.491        3.845       -8.236        2.800           0.           0.         .000
      2622.604       -5.556        6.816         .430        -.300     ср         -2.230       -2.661        3.664        3.964       -8.216        2.852           0.           0.         .000
      2623.200       -5.112        7.271         .707        -.300     ср         -2.377       -3.084        4.068        4.368       -8.196        2.903           0.           0.         .000
      2623.795       -5.160        7.674         .884        -.683     ср         -2.133       -3.017        4.035        4.719       -8.176        2.955           0.           0.         .000
      2624.391       -5.506        8.107         .640        -.860     ср         -2.011       -2.650        4.241        5.101       -8.156        3.006           0.           0.         .000
      2624.986       -5.832        8.184         .200        -.663     ср         -2.104       -2.304        4.463        5.126       -8.136        3.058           0.           0.         .000
      2625.582       -5.938        8.132        -.213         .027     ср         -2.392       -2.178        5.050        5.023       -8.116        3.109           0.           0.         .000
      2626.177       -5.766        8.112        -.500         .590     ср         -2.831       -2.331        5.541        4.951       -8.096        3.161           0.           0.         .000
      2626.773       -5.322        8.542        -.700         .200     ср         -3.454       -2.754        5.530        5.330       -8.076        3.212           0.           0.         .000
      2627.369       -5.010        8.840        -.700        -.443     ср         -3.746       -3.046        5.132        5.576       -8.056        3.264           0.           0.         .000
      2627.964       -5.282        8.651        -.700        -.620     ср         -3.455       -2.755        4.716        5.336       -8.036        3.315           0.           0.         .000
      2628.560       -5.357        8.301        -.800        -.404     ср         -3.459       -2.659        4.530        4.934       -8.016        3.367           0.           0.         .000
      2629.155       -5.077        7.899        -.900         .046     ср         -3.819       -2.919        4.527        4.480       -7.996        3.419           0.           0.         .000
      2629.751       -4.794        7.677       -1.250         .200     ср         -4.432       -3.182        4.407        4.207       -7.976        3.470           0.           0.         .000
      2630.347       -4.560        7.549       -1.526         .000     ср         -4.923       -3.397        4.027        4.027       -7.956        3.522           0.           0.         .000
      2630.942       -4.542        7.694       -1.800        -.300     ср         -5.195       -3.395        3.821        4.121       -7.936        3.573           0.           0.         .000
      2631.538       -4.834        7.703       -2.000        -.200     ср         -5.082       -3.082        3.879        4.079       -7.916        3.625           0.           0.         .000
      2632.133       -5.223        7.324       -2.256         .200     ср         -4.929       -2.673        3.848        3.648       -7.896        3.676           0.           0.         .000
      2632.729       -5.378        7.049       -2.400         .666     ср         -4.898       -2.498        3.987        3.321       -7.876        3.728           0.           0.         .000
      2633.325       -5.363        6.740       -2.390        1.100     ср         -4.883       -2.493        4.061        2.961       -7.856        3.779           0.           0.         .000
      2633.920       -5.353        6.753       -2.100        1.000     ср         -4.583       -2.483        3.922        2.922       -7.836        3.831           0.           0.         .000
      2634.516       -5.203        6.757       -1.637         .374     ср         -4.250       -2.613        3.249        2.875       -7.816        3.882           0.           0.         .000
      2635.111       -5.062        6.724       -1.161         .061     ср         -3.894       -2.734        2.851        2.790       -7.796        3.934           0.           0.         .000
      2635.707       -4.936        6.280        -.784         .100     ср         -3.624       -2.840        2.454        2.354       -7.776        3.926           0.           0.         .000
      2636.302       -4.813        5.364        -.500         .393     ср         -3.444       -2.944        1.885        1.492       -7.756        3.872           0.           0.         .000
      2636.898       -4.619        4.937        -.400         .500     ср         -3.517       -3.117        1.619        1.119       -7.736        3.818           0.           0.         .000
      2637.494       -4.445        4.686        -.400        -.046     ср         -3.671       -3.271         .876         .922       -7.716        3.764           0.           0.         .000
