 
 ~~~~~~~~~~~~~~~~~~~ жПуМх╚ф╚╡Н ~~~~~~~~~~~~~~~~~~~~
         юОЁл/m  ╣Вг╟╦ъЁл/mm  ╣Вг╟ф╫цФ/mm  ╣Вг╟к╝ф╫/mm  ╣Вг╟╧Л╬Ю/mm  ╣╪оР╧Л  ╣ВвС╧Л╦ъ/mm  ╣Вср╧Л╦ъ/mm  ╣ВвСф╫цФ/mm  ╣Всрф╫цФ/mm   ╣В╨С╦ъЁл/mm  ╣В╨Сф╫цФ/mm  ╣В╨Ск╝ф╫/mm  ╣В╨С╧Л╬Ю/mm  иХ╪фЁ╛╦ъ/mm
      4697.840        4.103         .431         .900        2.100     ср           .309        -.591        2.823         .723        3.513        -.292           0.           0.     -120.000
      4698.421        4.266         .092        1.100        2.300     ср           .391        -.709        2.676         .376        3.557        -.284           0.           0.     -120.100
      4699.001        4.335         .019         .909        2.400     ср           .176        -.733        2.695         .295        3.602        -.276           0.           0.     -120.000
      4699.582        4.570        -.060         .800        2.500     ср          -.123        -.923        2.709         .209        3.647        -.268           0.           0.     -120.000
      4700.163        4.543         .159         .700        2.400     ср          -.152        -.852        2.820         .420        3.691        -.261           0.           0.     -120.000
      4700.743        4.531         .521         .700        2.300     ср          -.095        -.795        3.074         .774        3.736        -.253           0.           0.     -120.000
      4701.324        4.719        1.006         .800        2.446     ср          -.138        -.938        3.698        1.252        3.781        -.245           0.           0.     -120.000
      4701.904        4.787        1.661         .800        2.719     ср          -.162        -.962        4.618        1.898        3.825        -.237           0.           0.     -119.900
      4702.485        4.977        2.397        1.000        3.000     ср          -.107       -1.107        5.627        2.627        3.870        -.230           0.           0.     -120.000
      4703.066        5.111        3.262        1.000        2.963     ср          -.196       -1.196        6.447        3.484        3.915        -.222           0.           0.     -120.000
      4703.646        5.252        3.865         .899        2.499     ср          -.393       -1.292        6.578        4.079        3.959        -.214           0.           0.     -120.000
      4704.227        5.380        3.741         .635        2.135     ср          -.741       -1.376        6.083        3.948        4.004        -.206           0.           0.     -120.000
      4704.808        5.177        3.620         .172        2.000     ср          -.957       -1.128        5.819        3.819        4.049        -.199           0.           0.     -120.000
      4705.388        5.065        3.029        -.192        2.192     ср         -1.164        -.972        5.412        3.220        4.093        -.191           0.           0.     -120.000
      4705.969        5.029        2.257        -.144        2.300     ср         -1.035        -.891        4.741        2.440        4.138        -.183           0.           0.     -120.000
      4706.550        5.022        1.824         .339        2.200     ср          -.514        -.853        4.199        1.999        4.169        -.176           0.           0.     -120.000
      4707.130        5.114        1.189         .966        1.917     ср          -.022        -.988        3.274        1.357        4.126        -.168           0.           0.     -120.000
      4707.711        5.237         .408        1.247        1.800     ср           .092       -1.155        2.368         .568        4.082        -.160           0.           0.     -120.000
      4708.292        5.208        -.569        1.400        1.968     ср           .230       -1.170        1.551        -.417        4.039        -.152           0.           0.     -120.000
      4708.872        5.081        -.458        1.500        2.149     ср           .414       -1.086        1.836        -.313        3.995        -.145           0.           0.     -120.000
      4709.453        5.278         .038        1.876        2.500     ср           .549       -1.327        2.675         .175        3.951        -.137           0.           0.     -120.000
      4710.033        5.619         .459        2.402        2.400     ср           .691       -1.711        2.988         .588        3.908        -.129           0.           0.     -120.000
      4710.614        5.858        1.153        2.965        2.435     ср           .972       -1.994        3.709        1.274        3.864        -.121           0.           0.     -120.000
      4711.195        6.144        1.434        3.300        2.400     ср           .977       -2.323        3.947        1.547        3.820        -.114           0.           0.     -120.000
      4711.775        6.252        1.461        3.207        2.300     ср           .732       -2.475        3.867        1.567        3.777        -.106           0.           0.     -120.000
      4712.356        6.102        1.502        3.000        2.400     ср           .631       -2.369        4.000        1.600        3.733        -.098           0.           0.     -120.000
      4712.936        6.055        1.544        2.580        2.400     ср           .215       -2.365        4.035        1.635        3.690        -.090           0.           0.     -120.100
      4713.517        5.924        1.326        2.016        2.416     ср          -.262       -2.278        3.824        1.409        3.646        -.083           0.           0.     -120.000
      4714.098        5.794         .682        1.752        2.700     ср          -.440       -2.192        3.456         .757        3.602        -.075           0.           0.     -120.000
      4714.678        5.609         .679        1.700        2.712     ср          -.350       -2.050        3.458         .747        3.559        -.067           0.           0.     -120.000
      4715.259        5.467         .870        1.700        2.900     ср          -.252       -1.952        3.829         .929        3.515        -.060           0.           0.     -120.000
      4715.840        5.356         .842        1.600        2.900     ср          -.284       -1.884        3.794         .894        3.471        -.052           0.           0.     -120.000
      4716.420        5.205        1.065        1.300        3.000     ср          -.477       -1.777        4.109        1.109        3.428        -.044           0.           0.     -119.900
      4717.001        5.227        1.221        1.233        3.100     ср          -.609       -1.843        4.357        1.257        3.384        -.036           0.           0.     -120.000
      4717.582        5.238        1.722        1.100        2.900     ср          -.797       -1.897        4.651        1.751        3.341        -.029           0.           0.     -120.000
      4718.162        5.035        2.394        1.000        2.312     ср          -.738       -1.738        4.727        2.415        3.297        -.021           0.           0.     -120.000
      4718.743        4.913        2.628         .900        1.842     ср          -.760       -1.660        4.483        2.641        3.253        -.013           0.           0.     -120.000
      4719.324        4.932        2.506         .900        1.600     ср          -.823       -1.723        4.111        2.511        3.210        -.005           0.           0.     -120.000
      4719.904        4.945        1.896        1.000        1.700     ср          -.779       -1.779        3.594        1.894        3.166         .002           0.           0.     -120.100
      4720.485        4.936        1.961        1.149        1.949     ср          -.665       -1.814        3.899        1.951        3.123         .010           0.           0.     -120.000
      4721.065        4.898        2.338        1.412        2.000     ср          -.406       -1.819        4.320        2.320        3.079         .018           0.           0.     -120.000
      4721.646        4.648        2.699        1.700        2.000     ср           .087       -1.613        4.673        2.673        3.035         .026           0.           0.     -120.000
      4722.227        4.264        2.610        1.840        2.200     ср           .567       -1.272        4.776        2.576        2.992         .033           0.           0.     -120.000
      4722.807        3.817        2.193        1.896        2.300     ср          1.028        -.869        4.452        2.152        2.948         .041           0.           0.     -120.000
      4723.388        3.274        1.969        1.533        2.233     ср          1.163        -.370        4.153        1.920        2.904         .049           0.           0.     -119.900
      4723.969        2.557        2.028        1.238        1.769     ср          1.542         .304        3.741        1.972        2.861         .057           0.           0.     -120.000
      4724.549        1.761        2.100         .611        1.311     ср          1.667        1.056        3.347        2.036        2.817         .064           0.           0.     -120.000
      4725.130        1.306        1.855         .083        1.200     ср          1.550        1.467        2.983        1.783        2.774         .072           0.           0.     -120.000
      4725.711        1.184        1.090        -.322        1.100     ср          1.223        1.545        2.111        1.011        2.730         .080           0.           0.     -120.000
      4726.291        1.314         .442        -.500        1.000     ср           .873        1.373        1.355         .355        2.686         .087           0.           0.     -120.000
      4726.872        1.527        -.079        -.500        1.100     ср           .616        1.116         .926        -.174        2.643         .095           0.           0.     -120.000
      4727.452        1.819        -.104        -.387        1.313     ср           .394         .780        1.107        -.206        2.599         .103           0.           0.     -120.000
      4728.033        2.042         .085        -.100        1.877     ср           .413         .513        1.851        -.026        2.555         .111           0.           0.     -120.000
      4728.646        2.573         .397         .367        2.367     ср           .303        -.064        2.645         .278        2.509         .119           0.           0.     -120.000
      4729.259        3.594        1.281        1.012        2.500     ср          -.118       -1.131        3.654        1.154        2.463         .127           0.           0.     -120.000
      4729.872        3.992        2.448        1.491        2.100     ср          -.083       -1.574        4.413        2.313        2.417         .135           0.           0.     -120.000
      4730.484        3.905        3.442        1.800        1.900     ср           .267       -1.533        5.198        3.298        2.371         .143           0.           0.     -120.000
      4731.097        3.215        4.047        1.700        1.924     ср           .810        -.890        5.820        3.896        2.325         .151           0.           0.     -120.000
      4731.710        2.585        4.759        1.400        2.214     ср          1.094        -.306        6.813        4.600        2.279         .160           0.           0.     -120.000
      4732.323        1.932        5.400        1.097        2.300     ср          1.397         .301        7.532        5.232        2.233         .168           0.           0.     -120.000
      4732.936        1.815        6.025         .707        2.007     ср          1.080         .372        7.857        5.849        2.187         .176           0.           0.     -120.000
      4733.548        1.909        6.354         .418        1.436     ср           .650         .232        7.605        6.170        2.141         .184           0.           0.     -120.000
      4734.161        1.481        6.030         .229        1.357     ср           .842         .614        7.195        5.838        2.095         .192           0.           0.     -120.000
      4734.774        1.366        5.235         .200        1.439     ср           .883         .683        6.474        5.035        2.049         .200           0.           0.     -120.000
      4735.387        1.458        4.732         .200        1.450     ср           .745         .545        5.974        4.523        2.003         .209           0.           0.     -120.000
      4736.000        1.824        4.527         .340        1.260     ср           .472         .133        5.571        4.310        1.957         .217           0.           0.     -120.000
      4736.613        2.172        4.465         .500        1.529     ср           .239        -.261        5.769        4.240        1.911         .225           0.           0.     -120.000
      4737.225        2.509        4.522         .800        1.900     ср           .156        -.644        6.189        4.289        1.865         .233           0.           0.     -120.000
      4737.838        2.504        4.252        1.200        1.800     ср           .515        -.685        5.810        4.010        1.819         .241           0.           0.     -120.000
      4738.451        2.435        3.930        1.597        1.703     ср           .935        -.662        5.383        3.680        1.773         .249           0.           0.     -120.000
      4739.064        2.494        3.742        1.900        1.687     ср          1.133        -.767        5.171        3.484        1.727         .258           0.           0.     -120.000
      4739.677        2.504        3.795        2.200        1.700     ср          1.376        -.824        5.229        3.529        1.681         .266           0.           0.     -120.000
      4740.290        2.595        3.729        2.400        1.600     ср          1.440        -.960        5.055        3.455        1.635         .274           0.           0.     -120.000
      4740.902        2.580        4.025        2.500        1.345     ср          1.508        -.992        5.088        3.743        1.589         .282           0.           0.     -120.000
      4741.515        2.615        4.455        2.600        1.100     ср          1.527       -1.073        5.264        4.164        1.542         .290           0.           0.     -120.100
      4742.128        2.588        4.392        2.300        1.434     ср          1.208       -1.092        5.528        4.094        1.496         .298           0.           0.     -120.000
      4742.741        2.549        4.543        2.077        1.823     ср           .978       -1.098        6.060        4.237        1.450         .307           0.           0.     -120.000
      4743.354        2.361        4.961        1.800        2.000     ср           .844        -.956        6.646        4.646        1.404         .315           0.           0.     -120.000
      4743.967        2.356        5.620        1.598        1.700     ср           .600        -.998        6.997        5.297        1.358         .323           0.           0.     -120.000
      4744.579        2.398        6.023        1.409        1.409     ср           .323       -1.086        7.100        5.692        1.312         .331           0.           0.     -120.000
      4745.192        2.421        6.273        1.300        1.100     ср           .145       -1.155        7.034        5.934        1.266         .339           0.           0.     -120.000
      4745.805        2.488        5.940        1.200         .663     ср          -.068       -1.268        6.256        5.593        1.220         .347           0.           0.     -120.000
      4746.418        2.514        4.909        1.200        1.520     ср          -.140       -1.340        6.073        4.553        1.174         .356           0.           0.     -120.000
      4747.031        2.535        3.974        1.400        2.598     ср          -.007       -1.407        6.209        3.610        1.128         .364           0.           0.     -120.000
      4747.644        2.629        3.054        1.839        2.800     ср           .292       -1.547        5.482        2.682        1.082         .372           0.           0.     -120.000
      4748.256        2.973        2.443        2.528        2.472     ср           .591       -1.937        4.535        2.063        1.036         .380           0.           0.     -120.000
      4748.869        3.002        1.895        2.153        1.982     ср           .141       -2.012        3.489        1.506         .990         .388           0.           0.     -118.800
      4749.482        2.897        1.622        2.114        1.593     ср           .161       -1.953        2.818        1.225         .944         .396           0.           0.     -117.600
      4750.095        2.806        1.672        2.190        1.300     ср           .281       -1.908        2.567        1.267         .898         .405           0.           0.     -116.300
      4750.708        2.661        1.637        2.272        1.100     ср           .462       -1.810        2.340        1.240         .852         .397           0.           0.     -115.100
      4751.321        2.425        1.912        2.527        1.000     ср           .907       -1.620        2.531        1.531         .806         .381           0.           0.     -113.900
      4751.933        2.137        2.315        2.830         .800     ср          1.453       -1.378        2.751        1.951         .760         .364           0.           0.     -112.700
      4752.546        1.869        2.917        2.964         .600     ср          1.808       -1.156        3.169        2.569         .714         .348           0.           0.     -111.400
      4753.159        1.680        3.134        3.088         .400     ср          2.076       -1.012        3.202        2.802         .668         .332           0.           0.     -110.200
      4753.772        1.767        3.241        2.967         .200     ср          1.822       -1.146        3.126        2.926         .622         .316           0.           0.     -108.900
      4754.385        2.048        3.112        3.046        -.100     ср          1.574       -1.473        2.712        2.812         .576         .300           0.           0.     -107.800
      4754.998        2.156        3.323        3.051         .000     ср          1.424       -1.627        3.040        3.040         .530         .283           0.           0.     -106.500
      4755.610        2.254        3.831        3.409        -.098     ср          1.639       -1.770        3.466        3.564         .483         .267           0.           0.     -105.300
      4756.223        2.414        4.377        3.967         .292     ср          1.991       -1.976        4.417        4.126         .437         .251           0.           0.     -104.000
      4756.836        2.709        4.894        4.506         .681     ср          2.189       -2.317        5.340        4.659         .391         .235           0.           0.     -102.900
      4757.449        2.878        4.976        4.642         .871     ср          2.109       -2.533        5.628        4.757         .345         .219           0.           0.     -101.600
      4758.062        2.897        4.869        4.560         .800     ср          1.963       -2.597        5.466        4.666         .299         .202           0.           0.     -100.400
      4758.675        2.719        4.749        4.350         .550     ср          1.884       -2.466        5.113        4.563         .253         .186           0.           0.      -99.100
      4759.287        2.622        4.605        4.279         .400     ср          1.865       -2.415        4.835        4.435         .207         .170           0.           0.      -98.000
      4759.900        2.489        4.126        4.029         .400     ср          1.701       -2.328        4.372        3.972         .161         .154           0.           0.      -96.700
      4760.513        2.476        3.425        3.756         .619     ср          1.395       -2.361        3.906        3.287         .115         .138           0.           0.      -95.500
      4761.126        2.359        2.847        3.517         .700     ср          1.227       -2.290        3.426        2.726         .069         .121           0.           0.      -94.200
      4761.739        2.275        2.158        3.296         .600     ср          1.044       -2.252        2.653        2.053         .023         .105           0.           0.      -93.000
      4762.351        2.367        1.620        3.363         .600     ср           .973       -2.390        2.131        1.531        -.023         .089           0.           0.      -91.800
      4762.964        2.245        1.430        3.432         .600     ср          1.117       -2.314        1.958        1.358        -.069         .073           0.           0.      -90.600
      4763.577        1.960        1.273        3.267        1.167     ср          1.192       -2.075        2.383        1.216        -.115         .057           0.           0.      -89.300
      4764.190        1.325        1.228        3.270        1.400     ср          1.784       -1.486        2.588        1.188        -.161         .040           0.           0.      -88.100
      4764.803         .721        1.363        2.993        1.500     ср          2.065        -.928        2.838        1.338        -.207         .024           0.           0.      -86.900
      4765.416         .186        1.721        2.636        1.300     ср          2.197        -.440        3.013        1.713        -.253         .008           0.           0.      -85.700
      4766.029         .012        1.926        2.226         .574     ср          1.958        -.268        2.509        1.935        -.256        -.008           0.           0.      -84.400
      4766.641        -.037        2.286        2.047        -.231     ср          1.856        -.190        2.079        2.310        -.228        -.024           0.           0.      -83.200
      4767.254        -.400        2.808        2.105        -.905     ср          2.306         .201        1.943        2.848        -.200        -.041           0.           0.      -82.100
      4767.867        -.626        3.158        1.985       -1.300     ср          2.439         .454        1.915        3.215        -.171        -.057           0.           0.      -80.800
      4768.480        -.676        3.356        2.054       -1.315     ср          2.587         .532        2.114        3.429        -.143        -.073           0.           0.      -79.500
      4769.093        -.277        3.446        2.324        -.825     ср          2.485         .162        2.710        3.536        -.115        -.089           0.           0.      -78.300
      4769.706         .504        3.356        2.729        -.636     ср          2.137        -.591        2.825        3.461        -.087        -.105           0.           0.      -77.200
      4770.318        1.265        2.930        2.754        -.354     ср          1.430       -1.324        2.698        3.052        -.059        -.122           0.           0.      -75.900
      4770.914        1.752        2.606        2.691         .330     ср           .907       -1.784        3.074        2.744        -.032        -.137           0.           0.      -74.700
      4771.510        1.505        2.443        2.713         .600     ср          1.204       -1.509        3.196        2.596        -.005        -.153           0.           0.      -73.500
      4772.106        1.517        2.099        2.565         .700     ср          1.071       -1.495        2.968        2.268         .023        -.169           0.           0.      -72.300
      4772.702        1.845        1.597        2.418         .900     ср           .623       -1.795        2.682        1.782         .050        -.185           0.           0.      -71.100
      4773.297        2.129        1.490        2.270         .700     ср           .219       -2.052        2.391        1.691         .077        -.200           0.           0.      -69.900
      4773.893        2.251        1.292        2.123         .289     ср          -.023       -2.146        1.797        1.508         .105        -.216           0.           0.      -68.700
      4774.489        1.868         .993        1.976        -.088     ср           .239       -1.736        1.137        1.225         .132        -.232           0.           0.      -67.500
      4775.085        1.469         .576        2.028         .164     ср           .718       -1.310         .987         .823         .159        -.248           0.           0.      -66.400
      4775.681         .987         .095        2.121         .400     ср          1.320        -.801         .759         .359         .186        -.263           0.           0.      -65.200
      4776.277        1.040        -.446        2.133         .617     ср          1.307        -.827         .450        -.167         .214        -.279           0.           0.      -63.900
      4776.873        1.064        -.766        2.186         .500     ср          1.363        -.823         .029        -.471         .241        -.295           0.           0.      -62.700
      4777.468         .702        -.832        2.308         .400     ср          1.874        -.434        -.121        -.521         .268        -.311           0.           0.      -61.600
      4778.064         .452        -.940        2.091         .300     ср          1.935        -.157        -.313        -.613         .296        -.326           0.           0.      -60.400
      4778.660         .424       -1.013        1.822         .100     ср          1.721        -.102        -.571        -.671         .323        -.342           0.           0.      -59.200
      4779.256         .599       -1.091        1.697         .200     ср          1.448        -.249        -.533        -.733         .350        -.358           0.           0.      -58.000
      4779.852         .745        -.814        1.850         .200     ср          1.483        -.367        -.240        -.440         .377        -.374           0.           0.      -56.800
      4780.448         .799        -.627        2.054         .100     ср          1.659        -.394        -.137        -.237         .405        -.390           0.           0.      -55.600
      4781.043         .813        -.356        2.338         .072     ср          1.956        -.381         .122         .049         .432        -.405           0.           0.      -54.400
      4781.639         .924        -.282        2.812         .100     ср          2.347        -.465         .238         .139         .459        -.421           0.           0.      -53.200
      4782.235        1.341        -.346        3.022         .100     ср          2.167        -.855         .191         .091         .487        -.437           0.           0.      -52.100
      4782.831        1.708        -.383        3.314         .243     ср          2.119       -1.194         .312         .069         .514        -.453           0.           0.      -50.900
      4783.427        1.866        -.728        3.100         .500     ср          1.775       -1.325         .240        -.260         .541        -.468           0.           0.      -49.600
      4784.023        2.036       -1.220        3.110         .500     ср          1.642       -1.467        -.236        -.736         .568        -.484           0.           0.      -48.400
      4784.619        2.278       -1.577        2.972         .700     ср          1.290       -1.682        -.377       -1.077         .596        -.500           0.           0.      -47.300
      4785.215        2.523       -1.902        2.988         .763     ср          1.088       -1.900        -.624       -1.386         .623        -.516           0.           0.      -46.100
      4785.810        2.618       -2.280        3.017         .900     ср          1.049       -1.968        -.849       -1.749         .650        -.531           0.           0.      -44.900
      4786.406        2.502       -2.871        3.116        1.000     ср          1.292       -1.824       -1.324       -2.324         .678        -.547           0.           0.      -43.700
      4787.002        2.607       -3.755        2.992        1.000     ср          1.090       -1.902       -2.192       -3.192         .705        -.563           0.           0.      -42.500
      4787.598        2.525       -4.409        2.837        1.000     ср          1.044       -1.793       -2.830       -3.830         .732        -.579           0.           0.      -41.300
      4788.194        2.460       -4.900        2.590         .955     ср           .890       -1.700       -3.351       -4.306         .760        -.594           0.           0.      -40.100
      4788.789        2.235       -4.887        2.343         .600     ср           .895       -1.448       -3.677       -4.277         .787        -.610           0.           0.      -38.900
      4789.385        1.894       -4.729        2.197         .400     ср          1.117       -1.080       -3.704       -4.104         .814        -.626           0.           0.      -37.800
      4789.981        1.525       -4.481        2.024         .500     ср          1.341        -.684       -3.340       -3.840         .841        -.642           0.           0.      -36.600
      4790.577        1.145       -3.793        1.754         .651     ср          1.478        -.277       -2.484       -3.135         .869        -.657           0.           0.      -35.300
      4791.173        1.078       -2.914        1.656         .600     ср          1.474        -.182       -1.641       -2.241         .896        -.673           0.           0.      -34.100
      4791.769         .900       -1.577        1.609         .695     ср          1.633         .024        -.193        -.888         .923        -.689           0.           0.      -33.000
      4792.365         .452        -.306        1.462         .500     ср          1.960         .498         .898         .398         .951        -.705           0.           0.      -31.800
      4792.961         .231         .539        1.315         .342     ср          2.062         .747        1.601        1.259         .978        -.720           0.           0.      -30.600
      4793.556         .338        1.124        1.403         .266     ср          2.070         .667        2.126        1.861        1.005        -.736           0.           0.      -29.400
      4794.152         .748        1.318        1.722        -.200     ср          2.006         .284        1.870        2.070        1.032        -.752           0.           0.      -28.300
      4794.748        1.245        1.069        1.950        -.775     ср          1.764        -.186        1.062        1.837        1.060        -.768           0.           0.      -27.000
      4795.344        2.123         .253        2.256        -.864     ср          1.220       -1.036         .172        1.036        1.087        -.783           0.           0.      -25.800
      4795.940        2.788        -.921        2.522        -.519     ср           .848       -1.673        -.641        -.122        1.114        -.799           0.           0.      -24.600
      4796.536        3.142       -2.101        2.652        -.400     ср           .651       -2.000       -1.687       -1.287        1.142        -.815           0.           0.      -23.500
      4797.131        3.816       -3.441        2.488        -.494     ср          -.159       -2.647       -3.104       -2.610        1.169        -.831           0.           0.      -22.300
      4797.727        4.321       -4.218        2.241        -.771     ср          -.884       -3.125       -4.143       -3.372        1.196        -.846           0.           0.      -21.100
      4798.323        4.209       -4.803        1.747       -1.100     ср         -1.238       -2.986       -5.041       -3.941        1.223        -.862           0.           0.      -19.800
      4798.919        3.724       -5.309        1.348       -1.000     ср         -1.125       -2.473       -5.431       -4.431        1.251        -.878           0.           0.      -18.700
      4799.515        3.019       -5.357         .801        -.999     ср          -.939       -1.741       -5.463       -4.463        1.278        -.894           0.           0.      -17.500
      4800.111        2.257       -5.058         .455        -.977     ср          -.497        -.952       -5.126       -4.149        1.305        -.909           0.           0.      -16.300
      4800.707        1.488       -4.273         .508       -1.200     ср           .353        -.156       -4.547       -3.347        1.333        -.925           0.           0.      -15.100
      4801.302        1.287       -3.141         .793       -1.100     ср           .866         .073       -3.300       -2.200        1.360        -.941           0.           0.      -13.900
      4801.898        1.019       -2.062        1.123        -.700     ср          1.491         .369       -1.805       -1.105        1.387        -.957           0.           0.      -12.700
      4802.494         .895       -1.469        1.353        -.416     ср          1.872         .519        -.912        -.496        1.414        -.972           0.           0.      -11.500
      4803.090        1.024       -1.064        1.284        -.100     ср          1.702         .418        -.176        -.076        1.442        -.988           0.           0.      -10.300
      4803.686        1.313        -.788        1.614        -.062     ср          1.770         .156         .138         .200        1.469        -.988           0.           0.       -9.200
      4804.282        1.524        -.380        1.844         .000     ср          1.817        -.027         .606         .606        1.496        -.986           0.           0.       -8.000
      4804.877        2.031         .021        1.883        -.191     ср          1.375        -.508         .814        1.005        1.524        -.984           0.           0.       -6.700
      4805.473        2.445         .457        2.336        -.400     ср          1.443        -.894        1.039        1.439        1.551        -.983           0.           0.       -5.500
      4806.069        2.818         .537        2.535        -.400     ср          1.295       -1.240        1.118        1.518        1.578        -.981           0.           0.       -4.400
      4806.665        3.209         .380        2.444         .322     ср           .840       -1.604        1.681        1.359        1.605        -.979           0.           0.       -3.200
      4807.261        3.470         .362        2.199         .999     ср           .361       -1.838        2.338        1.339        1.633        -.977           0.           0.       -2.000
      4807.857        3.677         .374        1.675        1.200     ср          -.342       -2.017        2.549        1.349        1.660        -.975           0.           0.        -.800
      4808.453        4.050         .318        1.252         .696     ср         -1.110       -2.362        1.987        1.291        1.687        -.973           0.           0.         .000
      4809.048        4.595         .187        1.600         .100     ср         -1.281       -2.881        1.258        1.158        1.715        -.972           0.           0.         .000
      4809.644        4.666        -.013        1.700         .106     ср         -1.224       -2.924        1.062         .957        1.742        -.970           0.           0.         .000
      4810.240        4.657        -.618        1.618         .482     ср         -1.270       -2.887         .832         .350        1.769        -.968           0.           0.         .000
      4810.836        4.401       -1.153        1.341         .700     ср         -1.263       -2.604         .513        -.187        1.797        -.966           0.           0.         .000
      4811.432        4.235       -1.478        1.100         .600     ср         -1.311       -2.411         .086        -.514        1.824        -.964           0.           0.         .000
      4812.028        4.088       -1.650         .913         .187     ср         -1.324       -2.237        -.501        -.688        1.851        -.962           0.           0.         .000
      4812.623        3.911       -1.606        1.000         .200     ср         -1.032       -2.032        -.445        -.645        1.878        -.961           0.           0.         .000
      4813.219        3.765       -1.631        1.100         .233     ср          -.760       -1.860        -.439        -.672        1.906        -.959           0.           0.         .000
      4813.815        3.646       -1.495        1.200         .357     ср          -.513       -1.713        -.182        -.538        1.933        -.957           0.           0.         .000
      4814.411        3.801       -1.511        1.300         .180     ср          -.541       -1.841        -.376        -.556        1.960        -.955           0.           0.         .000
      4815.007        3.950       -1.493        1.400        -.100     ср          -.563       -1.963        -.640        -.540        1.988        -.953           0.           0.         .000
      4815.603        4.131       -1.306        1.500        -.126     ср          -.616       -2.116        -.481        -.355        2.015        -.951           0.           0.         .000
      4816.199        4.386       -1.225        1.600         .000     ср          -.744       -2.344        -.275        -.275        2.042        -.949           0.           0.         .000
      4816.794        4.640       -1.024        1.600         .300     ср          -.970       -2.570         .224        -.076        2.069        -.948           0.           0.         .000
      4817.390        4.994       -1.286        1.605         .305     ср         -1.292       -2.897        -.036        -.340        2.097        -.946           0.           0.         .000
      4817.986        5.058       -1.329        1.800         .400     ср         -1.134       -2.934         .015        -.385        2.124        -.944           0.           0.         .000
      4818.582        4.994       -1.405        1.800         .400     ср         -1.042       -2.842        -.063        -.463        2.151        -.942           0.           0.         .000
      4819.178        4.790       -1.399        1.700         .300     ср          -.912       -2.612        -.159        -.459        2.179        -.940           0.           0.         .000
      4819.774        4.865       -1.109        1.488         .212     ср         -1.171       -2.659         .041        -.171        2.206        -.938           0.           0.         .000
      4820.369        5.093        -.902        1.200         .500     ср         -1.660       -2.860         .535         .035        2.233        -.937           0.           0.         .000
      4820.965        5.043        -.767        1.034        1.066     ср         -1.748       -2.783        1.233         .167        2.260        -.935           0.           0.         .000
      4821.561        4.810       -1.103        1.100        1.385     ср         -1.422       -2.522        1.215        -.170        2.288        -.933           0.           0.         .000
      4822.157        4.403       -1.036        1.100        1.581     ср          -.988       -2.088        1.476        -.105        2.315        -.931           0.           0.         .000
      4822.753        3.954        -.862        1.100        1.600     ср          -.512       -1.612        1.668         .068        2.342        -.929           0.           0.         .000
      4823.349        3.766        -.798        1.100        1.327     ср          -.296       -1.396        1.456         .129        2.370        -.927           0.           0.         .000
      4823.944        3.516        -.665        1.100        1.300     ср          -.019       -1.119        1.561         .261        2.397        -.926           0.           0.         .000
      4824.540        3.179        -.559        1.100        1.300     ср           .345        -.755        1.664         .364        2.424        -.924           0.           0.         .000
      4825.136        2.633        -.185        1.200        1.097     ср          1.018        -.182        1.833         .737        2.451        -.922           0.           0.         .000
      4825.731        2.336         .020        1.100         .541     ср          1.243         .143        1.481         .940        2.479        -.920           0.           0.         .000
      4826.326        2.223         .405         .945         .145     ср          1.228         .283        1.468        1.323        2.506        -.918           0.           0.         .000
      4826.921        2.213         .641         .700        -.200     ср          1.020         .320        1.357        1.557        2.533        -.916           0.           0.         .000
      4827.516        2.263         .705         .492        -.092     ср           .790         .297        1.527        1.619        2.561        -.914           0.           0.         .000
      4828.110        2.431         .929         .216         .100     ср           .342         .126        1.941        1.841        2.556        -.913           0.           0.         .000
      4828.705        2.627        1.149         .000         .100     ср          -.075        -.075        2.160        2.060        2.552        -.911           0.           0.         .000
      4829.300        2.953        1.014        -.136         .136     ср          -.541        -.406        2.059        1.923        2.547        -.909           0.           0.         .000
      4829.895        3.306         .550        -.212         .300     ср          -.975        -.763        1.757        1.457        2.543        -.907           0.           0.         .000
      4830.490        3.775         .278        -.300         .300     ср         -1.536       -1.236        1.483        1.183        2.538        -.905           0.           0.         .000
      4831.085        4.133         .061        -.300         .300     ср         -1.899       -1.599        1.264         .964        2.534        -.903           0.           0.         .000
      4831.680        4.571         .099        -.200         .100     ср         -2.242       -2.042        1.100        1.000        2.530        -.902           0.           0.         .000
      4832.275        4.994         .235        -.084         .184     ср         -2.553       -2.469        1.319        1.135        2.525        -.900           0.           0.         .000
      4832.869        5.293         .238         .192         .200     ср         -2.580       -2.772        1.336        1.136        2.521        -.898           0.           0.         .000
      4833.464        5.383         .106         .400         .200     ср         -2.467       -2.867        1.202        1.002        2.516        -.896           0.           0.         .000
      4834.059        5.155         .035         .700        -.044     ср         -1.944       -2.644         .885         .929        2.512        -.894           0.           0.         .000
      4834.654        4.752         .037         .820        -.740     ср         -1.425       -2.245         .189         .929        2.507        -.892           0.           0.         .000
      4835.249        4.446         .019        1.000       -1.300     ср          -.943       -1.943        -.390         .910        2.503        -.891           0.           0.         .000
